Architecture,Accuracy,Accuracy_TS,AUROC,AUROC_TS,ECE_15,ECE_15_TS,MCE_15,MCE_15_TS,Gamma Correlation,Gamma Correlation_TS,Parameters #,AURC,AURC_TS,Confidence Mean,Confidence Mean_TS,Confidence Median,Confidence Median_TS,Confidence GINI,Confidence GINI_TS,Confidence Variance,Confidence Variance_TS,A-ECE,A-ECE_TS,A-MCE,A-MCE_TS,Parameters # Trainable,ECE_10,ECE_10_TS,MCE_10,MCE_10_TS,ECE_30,ECE_30_TS,MCE_30,MCE_30_TS,ECE_50,ECE_50_TS,MCE_50,MCE_50_TS,input size,Temperature,Coverage_for_Accuracy_95,Coverage_for_Accuracy_95_nonstrict,Coverage_for_Accuracy_95_TS,Coverage_for_Accuracy_95_nonstrict_TS,Coverage_for_Accuracy_99,Coverage_for_Accuracy_99_nonstrict,Coverage_for_Accuracy_99_TS,Coverage_for_Accuracy_99_nonstrict_TS,Coverage_for_Accuracy_98,Coverage_for_Accuracy_98_nonstrict,Coverage_for_Accuracy_98_TS,Coverage_for_Accuracy_98_nonstrict_TS,Coverage_for_Accuracy_97,Coverage_for_Accuracy_97_nonstrict,Coverage_for_Accuracy_97_TS,Coverage_for_Accuracy_97_nonstrict_TS,Coverage_for_Accuracy_96,Coverage_for_Accuracy_96_nonstrict,Coverage_for_Accuracy_96_TS,Coverage_for_Accuracy_96_nonstrict_TS,EAURC,EAURC_TS,hAURC_selective_01,hAURC_climbing_01,hAURC_jumping_01,hAURC_maxcoverage_01,hAURC_selective_hier,hAURC_climbing_hier,hAURC_jumping_hier,hAURC_maxcoverage_hier,Gain_climbing_01,Gain_jumping_01,Gain_maxcoverage_01,Gain_climbing_hier,Gain_jumping_hier,Gain_maxcoverage_hier,hAURC_selective_01_TS,hAURC_climbing_01_TS,hAURC_jumping_01_TS,hAURC_maxcoverage_01_TS,hAURC_selective_hier_TS,hAURC_climbing_hier_TS,hAURC_jumping_hier_TS,hAURC_maxcoverage_hier_TS,Gain_climbing_01_TS,Gain_jumping_01_TS,Gain_maxcoverage_01_TS,Gain_climbing_hier_TS,Gain_jumping_hier_TS,Gain_maxcoverage_hier_TS
wide_resnet101_2.tv2_in1k,80.5,80.45555,0.8582815454690237,0.8609453730529337,0.0255557838827371,0.0394654013216495,0.0855337977409362,0.1078938841819763,0.7165630909380475,0.7218907461058676,126886696,0.05969,0.05876,0.8279,0.84402,0.93014,0.94631,0.11988,0.11322,0.0413,0.03972,0.027084982022643,0.0394653715193271,0.0753617286682128,0.1041135191917419,126886696,0.0228983405977487,0.0394653715193271,0.0827417969703674,0.101681649684906,0.0259557608515024,0.0395384766161441,0.0922513008117675,0.1196082830429077,0.0272382963448762,0.0395577624440193,0.109700322151184,0.1406033635139465,176,0.96668,0.00032,0.63031,0.00031,0.63594,0.00032,0.00032,0.00031,0.00031,0.00032,0.00032,0.00031,0.00031,0.00032,0.00032,0.00031,0.00031,0.00032,0.00032,0.00031,0.00031,0.0393092967569828,0.0382774360477924,0.0412589071377695,0.0372908845794657,0.0374404695940474,0.0374333028287152,0.0241443706017351,0.022388709249953,0.0224633937342934,0.0224661985464743,9.61737194117617,9.25481988888308,9.27219011468253,7.27151426202815,6.962189634883099,6.9505727978686895,0.0409654005426955,0.0366024153985412,0.0367262712946697,0.0367212897225716,0.024011904658324,0.0219665788527921,0.0220300944842766,0.0220326914659956,10.65041495104389,10.34807225577484,10.36023269368635,8.5179657117406,8.25344845503674,8.24263306260553
wide_resnet50_2.racm_in1k,81.454,81.44444,0.8490891409995064,0.8622988816364543,0.0912591516971588,0.0370648466050624,0.1127704977989196,0.1098717451095581,0.6981782819990128,0.7245977632729085,68883240,0.0586,0.05323,0.72328,0.85029,0.81276,0.95606,0.15735,0.11228,0.04646,0.04031,0.0912591218948364,0.0358434431254863,0.1217796206474304,0.1016375422477722,68883240,0.0912591218948364,0.0367054678499698,0.1094297170639038,0.0957487821578979,0.0913117676973342,0.0370648428797721,0.151767611503601,0.1290336847305297,0.0914787873625755,0.0369590446352958,0.1636222302913665,0.1371862888336181,224,0.81692,0.63189,0.63189,0.65845,0.65845,0.00178,0.00178,0.00356,0.00542,0.0049,0.0049,0.0086,0.0086,0.36967,0.36967,0.50661,0.50661,0.55625,0.55625,0.60132,0.60132,0.0402274914085865,0.0348388999700546,0.0399950268055346,0.0379170211370411,0.0384609112633886,0.038396109430355,0.0232452992796071,0.0229626702742754,0.0233026204046474,0.023272277964552,5.19566014694107,3.83576575559069,3.99779048268651,1.2158544483859,-0.24659232970397998,-0.11606081995489,0.0380255670007912,0.0336209784852217,0.0337751355727597,0.0337658270067722,0.0223598377697184,0.0203494768362315,0.0204443780305816,0.0204405264977247,11.58322902976798,11.17782524569091,11.20230500160693,8.99094597282585,8.56651894733734,8.58374417453503
wide_resnet50_2.tv_in1k,78.48,78.54,0.8668761249995263,0.8647926191311361,0.0542822070419788,0.0280939284712076,0.1219992041587829,0.1297972798347473,0.7337522499990526,0.7295852382622723,68883240,0.0598,0.06019,0.83753,0.79679,0.96994,0.93455,0.13483,0.16497,0.05296,0.06547,0.0527308285236358,0.0280970893800258,0.113187551498413,0.0636432766914367,68883240,0.0535817369818687,0.0280939508229494,0.1154199242591857,0.1082904338836669,0.0544433966279029,0.0284447912126779,0.1246864795684814,0.3717455565929413,0.0545879378914833,0.0285520888864994,0.3001260757446289,0.1529549956321716,224,1.17916,0.59453,0.59453,0.59045,0.59045,0.00188,0.19538,0.002,0.18942,0.37753,0.37753,0.36693,0.36693,0.46553,0.46553,0.45799,0.45799,0.53861,0.53861,0.53674,0.53674,0.0347756631672382,0.035316951572895,0.04564713944979,0.038790738995429,0.0390779358450136,0.0390466343851014,0.0275145550724056,0.0239774964293549,0.0241355892233343,0.0241275205038071,15.020438382349749,14.39127113759724,14.45984380236772,12.85522747412355,12.28064869731486,12.30997397444872,0.0458152640685024,0.040199173535184,0.0408048648820413,0.0407428543851658,0.0272584884142035,0.0246428218246147,0.0249669311371962,0.024954197899191,12.25812105965666,10.93609147154458,11.07144046087434,9.59578737398307,8.40676578314337,8.45347871091717
wide_resnet50_2.tv2_in1k,80.434,80.42,0.836902075991401,0.8602922558056979,0.1403651237487793,0.0358820296823978,0.188428521156311,0.0968673825263977,0.6738041519828019,0.7205845116113958,68883240,0.06786,0.05841,0.66397,0.83966,0.73245,0.94197,0.1688,0.11501,0.04216,0.03945,0.1403651088476181,0.036031499505043,0.1904744505882263,0.0988589525222778,68883240,0.1403651237487793,0.0358279719948768,0.18798828125,0.1011255383491516,0.1406090706586837,0.0358819998800754,0.1947276592254638,0.1152953505516052,0.1405554711818695,0.0363208279013633,0.1975088715553283,0.1264903247356414,176,0.79362,0.54373,0.54373,0.63252,0.63252,0.00048,0.00048,0.00053,0.00053,0.00048,0.00048,0.00053,0.00458,0.00048,0.0049,0.00053,0.44766,0.0169,0.0169,0.56025,0.56025,0.0473299920558929,0.037846103310585,0.0448092800460254,0.0442539453947852,0.0448549640554497,0.0448010287750075,0.0265306291134481,0.0274123556110984,0.027784402987383,0.0277726355445151,1.23932955555157,-0.10195211656461999,0.018414201275870002,-3.32342853190501,-4.72576005858588,-4.68140587905404,0.0411675523379894,0.0366461005158211,0.0367587895300969,0.0367553951767072,0.0245183960483842,0.022377942927156,0.022445457140218,0.0224480428924117,10.98304748615325,10.70931487909739,10.71756009455705,8.72998836059362,8.45462690167634,8.44408072977915
xception41.tf_in1k,78.524,78.5,0.8490674147748439,0.8446793923533962,0.0790128260850906,0.0447451695799827,0.1794167160987854,0.1005935072898864,0.698134829549688,0.6893587847067925,26969560,0.06856,0.07002,0.86236,0.81841,0.98628,0.95746,0.11792,0.15162,0.04811,0.0628,0.07712322473526,0.0450277663767337,0.1716142296791076,0.0723446160554885,26969560,0.0789709910750389,0.0449459291994571,0.1745731234550476,0.1022335886955261,0.0791011601686477,0.0450826063752174,0.1820833086967468,0.1606378406286239,0.0791371464729309,0.0455176420509815,0.1864387989044189,0.1406460404396057,299,1.16854,0.00012,0.54191,4e-05,0.51034,0.00012,0.00012,4e-05,4e-05,0.00012,0.10266,4e-05,4e-05,0.00012,0.27643,4e-05,0.25839,0.00012,0.44921,4e-05,0.40104,0.0436466336250305,0.045044682919979,0.0484850973634421,0.0427333138018846,0.0429014698040485,0.0428848691275715,0.0299234648383345,0.0268033345411988,0.0268929148456028,0.0268886417862296,11.86299270153549,11.51617272734137,11.550411446823599,10.42703548533789,10.12767073968443,10.14195070156819,0.0493152598271766,0.044886808552924,0.0452884974637792,0.045227208582229,0.0302058394869097,0.0280289826251132,0.0282470458814538,0.0282183546602451,8.97988024350255,8.16534755673807,8.28962730658635,7.20674180480864,6.48481763370574,6.57980331096564
xception41p.ra3_in1k,81.982,81.94,0.8423621894871681,0.8599147584785907,0.1495582014322281,0.0454347915947437,0.1989649832248687,0.1324840784072876,0.6847243789743362,0.7198295169571814,26907752,0.06017,0.05373,0.67026,0.86066,0.76344,0.96682,0.16955,0.10734,0.04726,0.04184,0.1495581865310669,0.0441531017422676,0.1866437941789627,0.130864679813385,26907752,0.1495581865310669,0.0453284867107868,0.203202337026596,0.1236761212348938,0.1497033983469009,0.0460647195577621,0.2120602279901504,0.1412371397018432,0.1496573090553283,0.0458986610174179,0.2318314015865326,0.1645696759223938,299,0.77146,4e-05,0.63629,4e-05,0.66863,4e-05,4e-05,4e-05,4e-05,4e-05,4e-05,4e-05,4e-05,4e-05,4e-05,4e-05,4e-05,4e-05,0.00576,4e-05,0.01413,0.0428592711687088,0.0363378189504146,0.0395177425348779,0.0375793267133037,0.0385368291737834,0.0383440171154538,0.0223844580898963,0.0223633982354143,0.0230422758576738,0.022866571435028,4.90517852800771,2.48221001042436,2.97012264399499,0.09408248525566999,-2.93872545466875,-2.15378609209775,0.0370378205160231,0.0323596853303693,0.0325047197111231,0.0324945280500037,0.0213383853030031,0.0190968217592073,0.0191786286060158,0.0191759570619086,12.630697812334759,12.239113267852469,12.266630170784321,10.50484144871259,10.121462642645799,10.133982540798039
xception65.ra3_in1k,83.186,83.18667,0.8393190515655039,0.8605720285695599,0.1831808984279632,0.0412138886749744,0.2342208623886108,0.1449747681617736,0.6786381031310079,0.7211440571391198,39916312,0.05673,0.04853,0.64868,0.87261,0.71128,0.96076,0.14776,0.09126,0.03298,0.03144,0.1831808537244796,0.0420279502868652,0.2358677387237548,0.1372633576393127,39916312,0.1831808537244796,0.0411947034299373,0.2239642739295959,0.1321269273757934,0.1832097023725509,0.0414922200143337,0.2361940741539001,0.1640189886093139,0.1831823587417602,0.0421458967030048,0.2399450540542602,0.1947340816259384,299,0.76019,0.66295,0.66295,0.70376,0.70376,0.00284,0.00284,0.00207,0.00207,0.00296,0.00426,0.00282,0.033,0.03216,0.03216,0.5537,0.5537,0.53545,0.53545,0.65427,0.65427,0.0417242310941219,0.0335338339209556,0.0366099092860077,0.0358216430723433,0.0362892457452183,0.0362345586612587,0.0211669522542857,0.0220310326160943,0.0223353449611456,0.022308892665829,2.15314986854006,0.8758927488300001,1.02527056763951,-4.08221434729057,-5.51989106803674,-5.3949212802334,0.0336354940163255,0.0291194287258329,0.0291885589577696,0.0291870655018033,0.0197862292309403,0.0176364340348316,0.0176806739485927,0.0176814610981988,13.426487175424558,13.22095955063863,13.22539966965573,10.865108106333759,10.641518693491859,10.63754042357001
xception65.tf_in1k,79.552,79.5,0.8404209946986378,0.840680367927369,0.0448092296719551,0.0502584651112556,0.1458135843276977,0.1499964594841003,0.6808419893972758,0.681360735854738,39916312,0.06693,0.06736,0.82503,0.83254,0.95439,0.96096,0.14501,0.13953,0.05962,0.05743,0.044509258121252,0.0487663857638835,0.0864161849021911,0.0912590026855468,39916312,0.0445548146963119,0.0500332191586494,0.1101817563176155,0.1088734567165374,0.0449163392186164,0.0502584725618362,0.2334747910499572,0.210996463894844,0.0449499934911727,0.0507718101143837,0.3199638128280639,0.2548377811908722,299,0.9797,0.00028,0.52987,0.0004,0.53299,0.00028,0.00028,0.0004,0.00736,0.00028,0.11152,0.0004,0.1068,0.00028,0.27319,0.0004,0.27219,0.00028,0.40583,0.0004,0.4091,0.0444277599453926,0.0447471886873245,0.0468668382288515,0.042884783193469,0.0432148469364642,0.0431667289231717,0.0284421026998103,0.0265113757671795,0.0267072575306102,0.0266844814090523,8.496530139153121,7.79227153014785,7.8949411684485895,6.788270730221719,6.09956720679352,6.179646101797251,0.0469821802574726,0.0427823927373521,0.043071025465346,0.0430316822876532,0.0284799678376819,0.0263990620838716,0.0265677952676793,0.0265509406695657,8.93910733198156,8.32476221983033,8.40850285825354,7.30655935312209,6.71409666226023,6.7732771999968
xception65p.ra3_in1k,83.134,83.14,0.8400034483337933,0.860219315859937,0.1573579907417297,0.0369769297540187,0.1912568211555481,0.1928698271512985,0.6800068966675866,0.7204386317198742,39819560,0.05755,0.04955,0.67398,0.86785,0.74839,0.96109,0.148,0.09586,0.03639,0.03366,0.1573580503463745,0.0382832288742065,0.2003155946731567,0.1273407936096191,39819560,0.1573580503463745,0.0369769744575023,0.1917067766189575,0.1203458309173584,0.1573580503463745,0.0372950434684753,0.2198959290981292,0.1928698271512985,0.1573647707700729,0.0378947928547859,0.2108369618654251,0.2787480354309082,299,0.77697,0.67457,0.67457,0.00036,0.70143,0.00058,0.00058,0.00036,0.00036,0.00058,0.00058,0.00036,0.00524,0.00058,0.00464,0.00036,0.00658,0.01026,0.01026,0.00036,0.6513,0.0424562580883502,0.0344631411135196,0.0366569097384105,0.0353056652194872,0.0357469633073225,0.0356918675649776,0.0211764625318763,0.0215784004785968,0.0218524931901802,0.0218269801547894,3.6861932131377997,2.48233262864097,2.63263373895829,-1.8980410260469802,-3.1923682120480197,-3.07188994353473,0.0338061147891731,0.0292825605391647,0.0293488330668064,0.0293439377717692,0.0198876202790468,0.0177526407110959,0.0177902930794413,0.017789104467657,13.38087585106694,13.184838749332501,13.199319251063299,10.735218884887141,10.54589322491829,10.55186986650563
xception71.tf_in1k,79.894,79.88,0.8413945827271169,0.8425398725680991,0.0419971570372581,0.0431475639343261,0.1344921886920929,0.1534141451120376,0.6827891654542338,0.6850797451361983,42338736,0.06567,0.06513,0.82724,0.82898,0.95059,0.95276,0.14164,0.14055,0.05717,0.05686,0.0415938757359981,0.0424997955560684,0.0691575855016708,0.0665580183267593,42338736,0.0420393273234367,0.042987935245037,0.1129477322101593,0.1121462285518646,0.042039293795824,0.0431475266814231,0.3847449421882629,0.3750075697898865,0.0420898273587226,0.0431245565414428,0.3174875974655151,0.353596568107605,299,0.99507,0.00026,0.54761,2e-05,0.55128,0.00026,0.00408,2e-05,0.00516,0.00026,0.00484,2e-05,0.09991,0.00026,0.22662,2e-05,0.24206,0.00026,0.39027,2e-05,0.40248,0.0439432486891746,0.0433799102902412,0.0456935211152955,0.0416313153728097,0.0419426030524819,0.0418994956687092,0.0278361004415661,0.0258494344032519,0.026033587320328,0.026013664871878,8.89011317870627,8.20886193766754,8.30320219142903,7.137012752503059,6.475451276021631,6.54702181979027,0.0455492807669771,0.0414588863348794,0.0417496144972741,0.041704511984479,0.0277914052090872,0.0257819362181658,0.025951159265621,0.0259293296826241,8.980151526482889,8.341879840302049,8.4408989950189,7.23054115401246,6.621636904003809,6.700184868141481
xcit_large_24_p16_224.fb_dist_in1k,84.926,84.98445,0.8555134346666626,0.8596058640625961,0.0381817854940891,0.0400311648845672,0.1119408011436462,0.1575068235397339,0.7110268693333254,0.7192117281251923,189096136,0.04407,0.04227,0.85372,0.88486,0.92418,0.95433,0.07854,0.07175,0.02308,0.02218,0.0426571518182754,0.0467798188328743,0.0999844670295715,0.1433503031730651,189096136,0.0427944622933864,0.0350191481411457,0.1040471196174621,0.1587569117546081,0.0431239418685436,0.0400613769888877,0.131648302078247,0.1617732644081115,0.0431678220629692,0.0455195866525173,0.1748157441616058,0.1754796206951141,224,0.94253,0.0006,0.73337,0.00064,0.73852,0.0004,0.0004,0.00056,0.00056,0.0004,0.0004,0.00056,0.00056,0.0004,0.0004,0.00056,0.00056,0.0004,0.00536,0.00064,0.00482,0.0320922397077083,0.0303813032805919,0.0298581832672628,0.0264945252809166,0.0265348679313301,0.0265327991768955,0.0170152723746461,0.0157818808487797,0.0158098598176386,0.0158093005225428,11.26544758680682,11.13033337020361,11.137261971371549,7.24873219017173,7.08429774420566,7.087584762382471,0.0291891095089078,0.0252500101341428,0.0252765999622102,0.0252751874400797,0.0166590539044968,0.0149823369398507,0.015000224847097,0.0149994260044603,13.495099511558811,13.404004481546892,13.408843690944868,10.06489908885846,9.95752259947991,9.96231784560424
xcit_large_24_p16_224.fb_in1k,82.898,82.83556,0.834709234407402,0.844596786083059,0.0589667297899723,0.0514901205897331,0.0749590992927551,0.2260369658470153,0.6694184688148039,0.689193572166118,189096136,0.06391,0.05881,0.78971,0.87978,0.86074,0.9514,0.0925,0.07489,0.02578,0.0246,0.0582660883665084,0.056270882487297,0.087471604347229,0.1958945393562317,189096136,0.0586200766265392,0.0514628738164901,0.0752142667770385,0.1981703042984008,0.0594464987516403,0.0514901541173458,0.1763001084327697,0.2260369658470153,0.0601378753781318,0.053410667926073,0.2753782272338867,0.2641389667987823,224,0.87859,0.0001,0.0001,0.00011,0.00011,0.0001,0.0001,0.00011,0.00011,0.0001,0.0001,0.00011,0.00011,0.0001,0.0001,0.00011,0.00011,0.0001,0.0001,0.00011,0.00011,0.0483682975172996,0.0431508794426918,0.03805756234905,0.0357666101423167,0.0358277595672272,0.0358220775857829,0.0219118531866048,0.0215023819248127,0.0215354895451283,0.0215323199381439,6.01970295869583,5.85902681146995,5.87395677832448,1.8687203601855,1.7176257903485301,1.7320910524029998,0.0368266646635602,0.0330166061800328,0.0330421587157521,0.0330410605399086,0.0211704841553062,0.0196050638775311,0.0196164048309242,0.0196163149508171,10.34592330946939,10.27653734700775,10.27951935977916,7.394352752120251,7.34078310624037,7.341207660097861
xcit_large_24_p16_384.fb_dist_in1k,85.772,85.79556,0.8604392379920844,0.8640271887206709,0.0364862084388732,0.0362920239567756,0.1146565675735473,0.1551283001899719,0.720878475984169,0.7280543774413417,189096136,0.03993,0.03824,0.86142,0.89418,0.9285,0.9601,0.07365,0.06688,0.02149,0.02061,0.0438531674444675,0.0462895631790161,0.1015064120292663,0.1449984908103943,189096136,0.0430467575788497,0.0362962298095226,0.1052795052528381,0.1541503667831421,0.0432292781770229,0.0440011397004127,0.1271928548812866,0.1643554866313934,0.0432996153831481,0.0463586151599884,0.2900725603103637,0.384866714477539,384,0.93566,0.0,0.75748,0.0,0.75945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00473,0.0,0.0,0.0,0.71216,0.0292930491268634,0.0276328846812248,0.0271532700576968,0.023904644826411,0.0239306801811445,0.0239281647930133,0.0153875142514695,0.0142116424115317,0.0142274560647187,0.0142266019917479,11.96402946821102,11.86814652417465,11.87741018975082,7.6417270568927,7.53895767563591,7.5445081040990996,0.0266588918520467,0.0227534412299185,0.0227696255777865,0.0227678753423614,0.0150812140016333,0.0134015437828646,0.0134102023647455,0.0134094807040503,14.649711037514109,14.58900203296212,14.595567329955031,11.13750006191001,11.080087032164009,11.08487219531549
xcit_large_24_p8_224.fb_dist_in1k,85.406,85.41778,0.8567391530868763,0.8605244093017965,0.0377941355109214,0.0371820405125618,0.109632633626461,0.1466783881187439,0.7134783061737525,0.7210488186035932,188932648,0.04221,0.04052,0.85773,0.89136,0.92593,0.9587,0.07594,0.06893,0.02221,0.02136,0.0422379150986671,0.0449551679193973,0.0935406684875488,0.1442630887031555,188932648,0.0418783202767372,0.0371820479631423,0.0946820899844169,0.1401892304420471,0.0419215224683284,0.0428943149745464,0.120847687125206,0.1553857326507568,0.0421868301928043,0.0456656366586685,0.1304612606763839,0.1906802654266357,224,0.93465,0.00074,0.74951,0.00056,0.75276,0.00042,0.00042,0.00053,0.00053,0.00042,0.00042,0.00053,0.00524,0.00042,0.00594,0.00053,0.60181,0.00042,0.68773,0.00056,0.69561,0.0310040861368179,0.0293271541595459,0.0285053217662774,0.025188992482724,0.025212421127262,0.0252118498894595,0.0161154180466731,0.0149245946612877,0.0149386919565435,0.0149395416338163,11.634070685975049,11.55188026297256,11.55388423194084,7.38934219352283,7.3018651251961995,7.2965926757301,0.028005064852696,0.0240254907784543,0.0240373793950691,0.0240372557644395,0.015781799526291,0.0141210016680328,0.0141277301151282,0.0141283404377746,14.210194103009318,14.16774243693604,14.16818389504476,10.5235011729268,10.4808669531462,10.47699969678292
xcit_large_24_p8_224.fb_in1k,84.382,84.48889,0.84427537286082,0.8530317326576723,0.0597587190568447,0.0387315638363361,0.0843826904892921,0.1540669202804565,0.6885507457216399,0.7060634653153445,188932648,0.05248,0.04774,0.79361,0.88074,0.86461,0.95213,0.09103,0.07424,0.02514,0.02404,0.0588312856853008,0.0439614243805408,0.0904075503349304,0.1446330547332763,188932648,0.0580526404082775,0.036051545292139,0.077369749546051,0.1497299075126648,0.0607338435947895,0.038770031183958,0.0978220477700233,0.1727855801582336,0.0613848939538002,0.0425977371633052,0.0969016924500465,0.1781848669052124,224,0.88014,0.00092,0.00092,0.00158,0.00158,0.00054,0.00054,0.00073,0.00073,0.00054,0.00054,0.00073,0.00073,0.00054,0.00054,0.00129,0.00129,0.0009,0.0009,0.00147,0.00147,0.0395922847092151,0.0350333750247955,0.0327188157551141,0.0301681896755599,0.0302289253756904,0.0302194641933345,0.0185726517223693,0.0179731572418026,0.0180121018681141,0.0180061537469223,7.795594127380739,7.60996485343316,7.6388814940191105,3.22783461149311,3.01814658797528,3.05017282354318,0.0312909383915668,0.0273645482460518,0.0273844921290735,0.0273811157855583,0.0178811071406165,0.0162273556857297,0.0162375822286765,0.0162358206808021,12.54801021427084,12.4842732857962,12.49506344962234,9.24859653198064,9.19140464298639,9.20125609044212
xcit_large_24_p8_384.fb_dist_in1k,85.994,85.98889,0.8617625129716335,0.8636798427360356,0.0379331149160862,0.037711676210165,0.1111307814717292,0.1531881093978881,0.723525025943267,0.7273596854720711,188932648,0.03928,0.03796,0.86535,0.8976,0.93113,0.96221,0.0717,0.06521,0.02084,0.02006,0.0435942523181438,0.045425571501255,0.1029357314109802,0.1508020162582397,188932648,0.0432973429560661,0.0377115495502948,0.0999072194099426,0.1528214812278747,0.0432973578572273,0.0454684048891067,0.1276291608810424,0.1740611791610717,0.0437478944659233,0.0455927364528179,0.1445366442203521,0.1678423285484314,384,0.93417,0.7726,0.7726,0.77212,0.77212,0.00084,0.00084,0.00293,0.00293,0.00084,0.00084,0.00422,0.00467,0.00322,0.00322,0.0048,0.0048,0.00438,0.00438,0.00604,0.00604,0.0289749428629875,0.0276541784405708,0.0264585285001026,0.0232201970640025,0.0232377821830115,0.0232366252806983,0.0149458986397274,0.0137794374504478,0.0137910390734723,0.0137906012099258,12.23927262654672,12.17280967487897,12.17718218680167,7.804557072125499,7.7269329472458095,7.729862604117479,0.0262397752754777,0.0223716096858208,0.0223821600589512,0.0223807957285005,0.0148426727178351,0.0132326204760388,0.0132390383607802,0.0132384666560124,14.741610966736651,14.701403407717509,14.706602882318078,10.84745498606578,10.80421557182197,10.80806733611414
xcit_medium_24_p16_224.fb_dist_in1k,84.28,84.25778,0.8615368135537546,0.8646329833149554,0.0426584407687187,0.0424624234437942,0.1287545561790466,0.1690161824226379,0.7230736271075091,0.7292659666299107,84395752,0.04367,0.04254,0.84781,0.88454,0.91994,0.95633,0.08173,0.07395,0.02408,0.02326,0.0467054545879364,0.0512859262526035,0.1043399572372436,0.1646069884300232,84395752,0.0473031923174858,0.0419661067426204,0.1065236926078796,0.1703531742095947,0.0473055951297283,0.0483619235455989,0.1328691840171814,0.1776459813117981,0.0473085790872573,0.0510569922626018,0.1612559705972671,0.2195287942886352,224,0.93135,0.72307,0.72307,0.72741,0.72741,0.00044,0.00044,0.00051,0.00051,0.00044,0.00438,0.00051,0.00549,0.00044,0.57577,0.00051,0.59528,0.00044,0.67225,0.00051,0.67701,0.0306076109409332,0.0294394232332706,0.0307006583652123,0.0274610538670152,0.0275110479774802,0.0275065687522023,0.0176079512953735,0.0165144127329131,0.0165445746419848,0.0165426553230797,10.55223135497321,10.38938758181915,10.403977579286359,6.21048152687544,6.039184431797691,6.050084728333871,0.0303463675066213,0.026426761097867,0.02645812577323,0.0264556848524267,0.0174443267747972,0.0158268933762088,0.0158468445219848,0.0158458259797518,12.916229291361,12.8128736743961,12.82091720976405,9.271973745213371,9.157603348272369,9.16344216478933
xcit_medium_24_p16_224.fb_in1k,82.628,82.60444,0.8405824178833762,0.8488938692432879,0.061862900853157,0.0476674921810627,0.0799410939216613,0.1816905736923217,0.6811648357667522,0.6977877384865757,84395752,0.06162,0.05768,0.78163,0.87183,0.85506,0.94735,0.0964,0.07929,0.02619,0.02559,0.0616646520793437,0.0521992780268192,0.0909029841423034,0.1671075224876403,84395752,0.0612567104399204,0.0458482466638088,0.0784993171691894,0.1847431063652038,0.0637289956212043,0.0487865842878818,0.083091914653778,0.1929151713848114,0.0638637915253639,0.0504481233656406,0.2172729969024658,0.200833261013031,224,0.88081,6e-05,6e-05,7e-05,7e-05,6e-05,6e-05,7e-05,7e-05,6e-05,6e-05,7e-05,7e-05,6e-05,6e-05,7e-05,7e-05,6e-05,6e-05,7e-05,7e-05,0.0455692373216152,0.0415909215807914,0.0379725673619902,0.0354745136843429,0.0355599050490365,0.0355513156501756,0.0221435927140937,0.0216347711433971,0.0216914646324643,0.0216875519328553,6.57857461633689,6.3536981578146206,6.3763181686741595,2.29782753533382,2.04180092845379,2.05947059777752,0.0368438962621771,0.0327281764033748,0.0327606837110367,0.0327575252178622,0.0215772960470614,0.0197886912268916,0.0198111334035488,0.0198102079460872,11.17069657756967,11.08246674587493,11.0910393820369,8.28929081877868,8.18528252873068,8.1895715622571
xcit_medium_24_p16_384.fb_dist_in1k,85.428,85.40889,0.8634806623414913,0.8672059602838897,0.0388453528285026,0.0396462902426719,0.1202152967453002,0.167113721370697,0.7269613246829827,0.7344119205677796,84395752,0.03949,0.03778,0.85842,0.89249,0.92692,0.96005,0.07527,0.0684,0.02199,0.02119,0.0468636415898799,0.0487431623041629,0.107388436794281,0.1628318428993225,84395752,0.0468022935092449,0.0384049490094184,0.1092233657836914,0.1473591327667236,0.0469673797488212,0.04587909206748,0.141200304031372,0.1702346801757812,0.0470433309674263,0.0488789975643157,0.1482033729553222,0.1886441707611084,384,0.93302,0.75486,0.75486,0.75587,0.75587,0.00092,0.00092,0.00104,0.00104,0.00092,0.00412,0.00104,0.00633,0.00154,0.63019,0.64421,0.64421,0.70945,0.70945,0.71463,0.71463,0.028319876641035,0.0265761986374855,0.0276121598008507,0.0243059111886377,0.0243468342273588,0.0243438820700998,0.0156654888783116,0.0145424370406468,0.0145674458319095,0.0145657500854786,11.97388627350724,11.82567968982731,11.83637120139423,7.16895493264571,7.009312348511091,7.0201370756804895,0.0271937542472668,0.02334393372359,0.0233747013054503,0.0233722940778281,0.0154386672355872,0.0138661494376007,0.0138853206747743,0.0138837423870886,14.157002702426269,14.043860612590281,14.052712746798198,10.18557997261383,10.06140320993739,10.07162616287478
